,param_C,mean_train_score,mean_test_score,mean_fit_time
0,0.0001,0.7044644752088464,0.6980370823700077,0.4428396463394165
1,0.001,0.7116975258361405,0.7056983544131646,0.5053651809692383
2,0.01,0.7417986445376472,0.7340314610816446,0.6042054653167724
3,0.1,0.8196353891188661,0.8034815721474228,0.8780599117279053
4,1,0.905218951451231,0.8677183915862007,1.5329411506652832
5,10,0.9710826497539641,0.9120087039303686,2.663820242881775
6,100,0.9895532894132,0.921619293712317,3.934389424324036
7,1000,0.9945499790909791,0.9183099868534385,5.221958613395691
